filename,Language,Story_type,exists,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_1.1,mfcc_2.1,mfcc_3.1,mfcc_4.1,mfcc_5.1,mfcc_6.1,mfcc_7.1,mfcc_8.1,mfcc_9.1,mfcc_10.1,mfcc_11.1,mfcc_12.1,mfcc_13.1,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
00011.wav,Chinese,Deceptive Story,True,-625.8458,126.465546,19.48078,8.212498,14.573044,-19.27047,5.8341007,-19.446932,-11.864431,-11.283215,-5.5015607,-10.610203,-2.117218,-625.8458251953125,126.46554565429688,19.48077964782715,8.21249771118164,14.573043823242188,-19.270469665527344,5.834100723266602,-19.446931838989254,-11.864431381225586,-11.283214569091797,-5.501560688018799,-10.61020278930664,-2.117218017578125,0.2979411482810974,0.310657262802124,0.3262882828712463,0.3569427132606506,0.4125924408435821,0.4273008704185486,0.4193871319293976,0.4574047029018402,0.4275484085083008,0.4023665189743042,0.3364850580692291,0.3062470257282257,26.71323650365217,14.26883422829614,15.694729243048242,16.10599370269649,16.060206573897066,16.824567954334064,21.302151887813885,-0.0045253139460071,-0.009210568258104,-0.0168739329667272,0.0181198478014421,-0.0047501958707741,-0.0026486151505988,-625.8458,126.465546,19.48078,8.212498,14.573044,-19.27047,5.8341007,-19.446932,-11.864431,-11.283215,-5.5015607,-10.610203,-2.117218
00012.wav,Chinese,Deceptive Story,True,-359.45862,104.64882,30.883167,36.315884,11.766564,4.178984,-3.3401866,15.081376,5.464515,-1.577356,-0.77979016,4.1032524,14.081674,-359.4586181640625,104.64881896972656,30.883167266845703,36.31588363647461,11.76656436920166,4.17898416519165,-3.340186595916748,15.081376075744627,5.464515209197998,-1.577355980873108,-0.7797901630401611,4.103252410888672,14.081673622131348,0.6052144169807434,0.584084153175354,0.5211421251296997,0.4985482394695282,0.5072609782218933,0.5406357645988464,0.5822035074234009,0.5804963111877441,0.5802372097969055,0.6032958030700684,0.5962570309638977,0.5875935554504395,18.72399431649041,12.128370324624942,15.13499365725366,17.731683524633574,19.879617341797815,20.92322931384261,28.26125691745608,0.0069522098705446,0.0142798227886361,-0.0149921856742771,-0.0051267884828482,0.0066239027447097,0.0072486358877989,-359.45862,104.64882,30.883167,36.315884,11.766564,4.178984,-3.3401866,15.081376,5.464515,-1.577356,-0.77979016,4.1032524,14.081674
00013.wav,Chinese,Deceptive Story,True,-429.473,154.81053,-20.912085,16.27325,18.969193,-9.54524,1.0941678,-2.295767,-2.098963,-8.409448,-20.650309,-11.189811,-7.0627546,-429.4729919433594,154.81053161621094,-20.912084579467773,16.273250579833984,18.96919250488281,-9.54524040222168,1.0941678285598757,-2.295767068862915,-2.098963022232056,-8.40944766998291,-20.65030860900879,-11.189810752868652,-7.0627546310424805,0.3254229426383972,0.3428919017314911,0.4035755693912506,0.4594898819923401,0.4481852352619171,0.4065943360328674,0.3796616196632385,0.4093656837940216,0.3806940913200378,0.355648785829544,0.3528501987457275,0.3332489728927612,25.443796792333234,13.813450372453056,17.454266580206404,16.522834001305903,18.4786419113582,20.38467644389479,28.79241994708774,0.001743377415809,0.0082154345506166,0.016451507247306,-0.0080968788268635,0.000205968610474,-0.0007246164267907,-429.473,154.81053,-20.912085,16.27325,18.969193,-9.54524,1.0941678,-2.295767,-2.098963,-8.409448,-20.650309,-11.189811,-7.0627546
00014.wav,Chinese,Deceptive Story,True,-544.8063,110.718,57.15628,24.152164,11.490214,9.868175,-6.222123,3.6068964,-1.8736699,-8.228391,-4.766482,-4.278716,3.1834242,-544.8062744140625,110.71800231933594,57.156280517578125,24.15216445922852,11.490214347839355,9.86817455291748,-6.222123146057129,3.60689640045166,-1.8736698627471924,-8.22839069366455,-4.766481876373291,-4.278716087341309,3.183424234390259,0.448601633310318,0.4242478609085083,0.4143917560577392,0.4270409345626831,0.4312789440155029,0.4462775886058807,0.4684893786907196,0.5267539620399475,0.5413756966590881,0.5453338027000427,0.5086510181427002,0.4837770462036133,13.78049484277209,11.47369272004145,15.76995125918905,16.234217127341612,15.950336640144537,15.506255499475705,16.286293074326824,0.0061278492754513,-0.0060558190565894,0.007464289788065,0.0215252639673414,0.0045066640192019,-0.0044087882104572,-544.8063,110.718,57.15628,24.152164,11.490214,9.868175,-6.222123,3.6068964,-1.8736699,-8.228391,-4.766482,-4.278716,3.1834242
00015.wav,Chinese,Deceptive Story,True,-394.34964,147.23035,-28.750368,18.668604,20.48723,-6.306644,5.3202033,-4.768933,-3.1362412,-6.557037,-12.49509,1.8792497,-7.194837,-394.3496398925781,147.2303466796875,-28.750368118286133,18.668603897094727,20.48723030090332,-6.306643962860107,5.320203304290772,-4.768932819366455,-3.13624119758606,-6.557036876678467,-12.495089530944824,1.879249691963196,-7.194837093353272,0.52152419090271,0.4889433085918426,0.472325712442398,0.4281308054924011,0.3633245825767517,0.3127537965774536,0.3247299194335937,0.3730053901672363,0.4555516839027405,0.5047309994697571,0.5553397536277771,0.5517947673797607,18.35706910852187,10.520119030999352,15.50860858881572,14.676601026885177,15.372291063837826,21.465524599661716,31.38864027135958,-0.0081308712609941,-0.0093753447343779,-0.0038778606004204,-0.0304619971484155,0.0034410033541519,0.0177581424005816,-394.34964,147.23035,-28.750368,18.668604,20.48723,-6.306644,5.3202033,-4.768933,-3.1362412,-6.557037,-12.49509,1.8792497,-7.194837
00016.wav,Chinese,Deceptive Story,True,-522.94794,80.75286,-7.0751486,13.374981,10.995917,-1.8039755,2.137618,-10.992454,-12.233627,-2.162447,-0.46921563,-3.41332,-11.600941,-522.9479370117188,80.75286102294922,-7.075148582458496,13.374980926513672,10.995917320251465,-1.8039754629135127,2.137618064880371,-10.992453575134276,-12.233627319335938,-2.162446975708008,-0.4692156314849853,-3.4133200645446777,-11.600940704345703,0.3419179618358612,0.3024017810821533,0.2751189470291137,0.2499801069498062,0.2399836033582687,0.2945493757724762,0.3829798698425293,0.4731731414794922,0.5073888897895813,0.5116187334060669,0.4643189311027527,0.3996334373950958,17.78691012320743,15.63166116837302,18.999449953356294,19.836301668309563,20.913727746181696,21.78870310902688,23.628175813140263,0.0156882640245855,0.0071356861870625,0.0390019807861951,-0.003748772284969,0.0108085507566611,-0.0019657100178706,-522.94794,80.75286,-7.0751486,13.374981,10.995917,-1.8039755,2.137618,-10.992454,-12.233627,-2.162447,-0.46921563,-3.41332,-11.600941
00017.wav,English,True Story,True,-353.37415,120.80805,33.49857,43.929127,8.369317,9.08312,11.97347,1.32769,-5.6564016,-4.793248,-4.049138,4.104529,-5.2127223,-353.3741455078125,120.80805206298828,33.49856948852539,43.92912673950195,8.369317054748535,9.083120346069336,11.973469734191896,1.3276900053024292,-5.656401634216309,-4.793248176574707,-4.049138069152832,4.104528903961182,-5.212722301483154,0.5243178009986877,0.5080501437187195,0.4504572749137878,0.3817732036113739,0.3628152310848236,0.3931935727596283,0.4404767155647278,0.467071384191513,0.5509363412857056,0.6283973455429077,0.5948387384414673,0.5387393236160278,17.013638816314916,10.634335221201573,15.55419344793644,15.283968422842308,22.17440236041762,21.65364639611698,37.42550012731594,0.0119705634784335,0.0163869239138568,0.0446076935726436,0.0493930856323281,-0.0178458351098899,-0.0016259666770575,-353.37415,120.80805,33.49857,43.929127,8.369317,9.08312,11.97347,1.32769,-5.6564016,-4.793248,-4.049138,4.104529,-5.2127223
00018.wav,English,True Story,True,-671.9253,104.704445,-6.5217934,28.548353,1.5156517,-1.1939715,15.353724,-12.292759,-3.0970016,2.7760267,-8.288625,-2.1276338,-1.8585634,-671.92529296875,104.7044448852539,-6.521793365478516,28.54835319519043,1.5156517028808594,-1.1939715147018433,15.353723526000977,-12.29275894165039,-3.097001552581787,2.776026725769043,-8.28862476348877,-2.127633810043335,-1.8585634231567385,0.5668295621871948,0.5330008268356323,0.4993590414524078,0.5032519698143005,0.5023201704025269,0.5115674138069153,0.4870379567146301,0.5492410063743591,0.6173520684242249,0.6568849682807922,0.6284686326980591,0.598467230796814,20.556489097998305,10.904926015546796,13.746563114182411,15.158843640850778,15.665709211727592,16.736333078555845,22.21701311433865,0.0099274518724876,-0.0056005994764067,-0.0241155100385867,0.0362932146325993,-0.0126747022747964,0.0057888294608055,-671.9253,104.704445,-6.5217934,28.548353,1.5156517,-1.1939715,15.353724,-12.292759,-3.0970016,2.7760267,-8.288625,-2.1276338,-1.8585634
00019.wav,English,True Story,True,-493.01816,90.91047,20.065859,33.37549,12.529355,20.89285,5.22268,10.621611,-8.846373,-0.0010336995,0.8962962,-3.0161226,-9.442644,-493.0181579589844,90.91046905517578,20.065858840942383,33.37548828125,12.5293550491333,20.89285087585449,5.22268009185791,10.621610641479492,-8.846372604370117,-0.0010336994891986,0.8962962031364441,-3.016122579574585,-9.442644119262695,0.3929741382598877,0.3057872653007507,0.2798288762569427,0.2882830500602722,0.2940075695514679,0.2896312475204468,0.3300487697124481,0.4726414680480957,0.5715142488479614,0.5719749331474304,0.4800119996070862,0.4388381540775299,13.201387854608596,16.34886044779778,21.240487492426134,19.87132080532292,23.244992324634616,23.04940419300907,26.649388673246825,0.0192446366515507,0.067979036713202,0.0634699387424121,0.036962844062365,0.0334884299655805,-0.0152043570663745,-493.01816,90.91047,20.065859,33.37549,12.529355,20.89285,5.22268,10.621611,-8.846373,-0.0010336995,0.8962962,-3.0161226,-9.442644
00020.wav,English,True Story,True,-316.13525,109.92656,-4.694984,11.236047,-2.7781136,16.294243,-16.776419,-3.5065193,-6.0832744,-0.7541787,-7.772435,-1.0485806,-2.7806125,-316.13525390625,109.9265594482422,-4.694983959197998,11.23604679107666,-2.778113603591919,16.29424285888672,-16.776418685913086,-3.506519317626953,-6.083274364471436,-0.7541787028312683,-7.772435188293457,-1.0485806465148926,-2.7806124687194824,0.4288819134235382,0.4308303892612457,0.4123089015483856,0.4190070629119873,0.4119411110877991,0.3873943090438843,0.3526208996772766,0.3975857198238373,0.4643210768699646,0.4889824092388153,0.5119136571884155,0.4776000380516052,22.650377505344206,13.182399770399076,15.785205108298872,16.735124924447387,17.401923699598942,21.304110067581824,36.69505097049143,-0.0102185297440363,0.0152224774929763,0.0331224195084449,0.0222305623060361,-0.0050055487296424,0.0148588425053991,-316.13525,109.92656,-4.694984,11.236047,-2.7781136,16.294243,-16.776419,-3.5065193,-6.0832744,-0.7541787,-7.772435,-1.0485806,-2.7806125
00021.wav,English,True Story,True,-295.1608,179.76949,-14.580485,1.0416191,3.8253937,3.2455475,12.539888,1.4082088,1.7284248,-18.061544,-15.185821,10.40621,3.5401478,-295.1607971191406,179.7694854736328,-14.580485343933104,1.041619062423706,3.825393676757813,3.2455475330352783,12.539888381958008,1.4082088470458984,1.7284247875213623,-18.06154441833496,-15.185820579528809,10.406209945678713,3.5401477813720703,0.5058978796005249,0.5641959309577942,0.5627501606941223,0.532939612865448,0.4940278828144073,0.4474911689758301,0.3692155480384826,0.3408642411231994,0.3717656433582306,0.3802303373813629,0.361411839723587,0.4059093594551086,18.47249476087755,12.312336062932804,15.15781414867513,15.802520702864092,17.034053318292365,19.098150199968572,35.63653576848127,-0.0692303955130293,-0.0376381666116807,-0.0715237870802637,0.021720697032378,0.0359692737129079,0.011100690378155,-295.1608,179.76949,-14.580485,1.0416191,3.8253937,3.2455475,12.539888,1.4082088,1.7284248,-18.061544,-15.185821,10.40621,3.5401478
00022.wav,English,True Story,True,-392.89795,163.21774,14.663361,3.9873855,17.86693,11.891437,6.3589673,-3.8095176,-8.50145,-1.5815567,0.30031928,-2.6842263,-6.7905025,-392.89794921875,163.21774291992188,14.663360595703123,3.987385511398315,17.86693000793457,11.891436576843262,6.358967304229736,-3.8095176219940186,-8.501449584960938,-1.5815566778182983,0.3003192842006683,-2.6842262744903564,-6.790502548217773,0.5091398358345032,0.5226763486862183,0.5137168169021606,0.464516133069992,0.392838567495346,0.4074881672859192,0.4288929402828216,0.4869338870048523,0.5329744815826416,0.5536186099052429,0.5290687680244446,0.4893898665904999,20.99679911395827,11.079422379428856,15.11628951501667,15.05803017878424,19.082578699699173,19.0845318948013,22.50008790865531,0.0093084413828714,-0.0005218975855466,-0.0413257575335112,-0.0140646821842812,-0.0058587894058181,-0.0182169086247832,-392.89795,163.21774,14.663361,3.9873855,17.86693,11.891437,6.3589673,-3.8095176,-8.50145,-1.5815567,0.30031928,-2.6842263,-6.7905025
00023.wav,English,True Story,True,-491.21085,88.6719,13.813773,16.459293,9.624734,-6.285911,-0.7746558,0.07239587,-0.92117584,-1.1181747,-4.6650114,-1.6164488,2.0736458,-491.2108459472656,88.6718978881836,13.813773155212402,16.459293365478516,9.624733924865724,-6.285911083221436,-0.774655818939209,0.0723958685994148,-0.9211758375167848,-1.11817467212677,-4.665011405944824,-1.6164487600326538,2.073645830154419,0.4376285672187805,0.435618132352829,0.4429307281970978,0.4453506171703338,0.474422425031662,0.480766624212265,0.489397794008255,0.5204293727874756,0.5858992338180542,0.5478845238685608,0.5029439926147461,0.4864941239356994,17.248677070493596,10.885350396957572,14.390733781884853,16.76361405528933,16.90066146940279,18.738222485946757,23.28260760223492,0.0103117382444909,-0.006156404454959,0.0048596376049149,0.0281285222437279,-0.0086949527850771,0.0024514536199982,-491.21085,88.6719,13.813773,16.459293,9.624734,-6.285911,-0.7746558,0.07239587,-0.92117584,-1.1181747,-4.6650114,-1.6164488,2.0736458
00024.wav,English,True Story,True,-396.1983,127.043,28.740929,6.523748,17.27478,15.9145565,-7.4732046,27.007359,-4.6951184,8.246146,0.9053293,6.1876497,1.9047045,-396.19830322265625,127.04299926757812,28.740928649902344,6.52374792098999,17.2747802734375,15.914556503295898,-7.473204612731934,27.00735855102539,-4.695118427276611,8.246146202087402,0.9053292870521544,6.187649726867676,1.904704451560974,0.5228387117385864,0.5228522419929504,0.5204513072967529,0.5423828363418579,0.6002475023269653,0.6757659912109375,0.6965932846069336,0.6412873268127441,0.5973806977272034,0.5636356472969055,0.5399154424667358,0.5182509422302246,11.709529606046456,11.454009158620044,13.812788123814574,14.590431570317,17.07247656111973,17.757288402801873,20.33935444257223,0.0222836490868797,0.0329295445496059,0.0067753000952056,0.0084786193005244,0.0309464736754549,-0.000904455029938,-396.1983,127.043,28.740929,6.523748,17.27478,15.9145565,-7.4732046,27.007359,-4.6951184,8.246146,0.9053293,6.1876497,1.9047045
00025.wav,English,True Story,True,-598.7266,119.98632,27.52671,21.081097,15.228094,1.6476327,-4.0084867,-2.0959163,-2.3876853,2.849665,0.39214548,4.2365913,0.39119968,-598.7266235351562,119.98632049560548,27.526710510253903,21.08109664916992,15.228094100952148,1.647632718086243,-4.008486747741699,-2.095916271209717,-2.3876852989196777,2.8496649265289307,0.3921454846858978,4.236591339111328,0.3911996781826019,0.5799863338470459,0.5626832246780396,0.5585801005363464,0.5637819766998291,0.5465030074119568,0.5310781002044678,0.5086495876312256,0.495697557926178,0.5064287781715393,0.5329312086105347,0.5736364126205444,0.5836693048477173,15.605453671458209,11.600925104792587,15.056678513632791,15.807774422785274,15.124641796733318,16.7978166623561,17.074123156275565,-0.0144676947377774,0.0252951009416829,0.0346383530680824,0.0264787298685989,0.000927225607617,-0.0037702879993136,-598.7266,119.98632,27.52671,21.081097,15.228094,1.6476327,-4.0084867,-2.0959163,-2.3876853,2.849665,0.39214548,4.2365913,0.39119968
